0,487.0,,0.484460501
1,495.0,,0.485989459
2,494.0,,0.310934062
3,494.0,,0.283320665
4,490.0,,0.276089168
5,489.0,,0.283836761
6,491.0,,0.293286249
7,491.0,,0.281509802
8,494.0,,0.268919089
9,491.0,,0.278265695
10,492.0,,0.281142227
11,496.0,,0.298456312
12,490.0,,0.274465271
13,489.0,,0.266903108
14,490.0,,0.291280997
15,488.0,,0.30488484
16,490.0,,0.277384882
17,491.0,,0.275780529
18,495.0,,0.274941115
19,495.0,,0.280967562
20,491.0,,0.274703838
21,494.0,,0.291566148
22,491.0,,0.279059261
23,493.0,,0.284555746
24,491.0,,0.293512574
25,489.0,,0.285619876
26,492.0,,0.27988311
27,491.0,,0.305001091
28,492.0,,0.285085742
29,490.0,,0.319433478
30,492.0,,0.314153503
31,492.0,,0.307331474
32,488.0,,0.281206416
33,491.0,,0.274842644
34,490.0,,0.297097158
35,490.0,,0.281061104
36,489.0,,0.272281903
37,493.0,,0.308382551
38,489.0,,0.288059543
39,493.0,,0.284523452
40,493.0,,0.288267708
41,490.0,,0.28046624
42,490.0,,0.318119286
43,493.0,,0.332545058
44,492.0,,0.309390301
45,493.0,,0.287616647
46,493.0,,0.283649099
47,493.0,,0.283049588
48,491.0,,0.289610158
49,493.0,,0.302609738
50,493.0,,0.282340963
51,489.0,,0.281915912
52,490.0,,0.312366961
53,495.0,,0.322742286
54,493.0,,0.276459317
55,490.0,,0.275378525
56,492.0,,0.276078169
57,493.0,,0.279854354
58,488.0,,0.292542325
59,489.0,,0.27927984
60,491.0,,0.279594686
61,493.0,,0.305712341
62,490.0,,0.340666071
63,492.0,,0.284851956
64,491.0,,0.2858031
65,496.0,,0.294545443
66,493.0,,0.290257542
67,489.0,,0.297794558
68,493.0,,0.307108564
69,493.0,,0.3504299
70,489.0,,0.296781198
71,489.0,,0.280768075
72,486.0,,0.289598816
73,494.0,,0.309307995
74,489.0,,0.27452204
75,494.0,,0.278919038
76,493.0,,0.306632732
77,494.0,,0.282729248
78,495.0,,0.288659576
79,493.0,,0.299328759
80,490.0,,0.286440742
81,495.0,,0.278335177
82,492.0,,0.292991241
83,494.0,,0.288366952
84,490.0,,0.284924501
85,495.0,,0.286119352
86,491.0,,0.289734906
87,493.0,,0.294210303
88,487.0,,0.278261116
89,492.0,,0.293027893
90,492.0,,0.279475602
91,495.0,,0.282237337
92,490.0,,0.282611263
93,494.0,,0.300550667
94,493.0,,0.282738332
95,491.0,,0.280404406
96,490.0,,0.288499786
97,490.0,,0.29387849
98,492.0,,0.29316917
99,491.0,,0.287118209
100,494.0,,0.283808282
101,490.0,,0.291722923
102,492.0,,0.285212482
103,490.0,,0.289820234
104,492.0,,0.286311245
105,495.0,,0.284938067
106,496.0,,0.284174973
107,489.0,,0.278852409
108,491.0,,0.282989026
109,494.0,,0.283993812
110,491.0,,0.308738091
111,493.0,,0.283303273
112,489.0,,0.280875403
113,490.0,,0.281786555
114,490.0,,0.279898468
115,488.0,,0.277438162
116,493.0,,0.28238225
117,494.0,,0.285553849
118,493.0,,0.28508866
119,489.0,,0.279219768
120,490.0,,0.292952919
121,492.0,,0.285818207
122,495.0,,0.294871406
123,489.0,,0.275886993
124,496.0,,0.283287048
125,490.0,,0.29640003
126,490.0,,0.282950841
127,491.0,,0.282546687
128,492.0,,0.282329604
129,492.0,,0.282593953
130,489.0,,0.279842324
131,493.0,,0.286758067
132,486.0,,0.273285131
133,491.0,,0.27916857
134,491.0,,0.282854521
135,492.0,,0.295559018
136,490.0,,0.28567697
137,491.0,,0.28255879
138,489.0,,0.285988106
139,489.0,,0.28394137
140,489.0,,0.274866039
141,489.0,,0.274861888
142,489.0,,0.28632118
143,490.0,,0.274483707
144,492.0,,0.277277214
145,493.0,,0.288113691
146,487.0,,0.279788723
147,492.0,,0.281289893
148,490.0,,0.296469623
149,492.0,,0.276189453
150,494.0,,0.283282431
151,490.0,,0.287073224
152,490.0,,0.28110734
153,492.0,,0.285711117
154,491.0,,0.281087165
155,490.0,,0.283982709
156,493.0,,0.28421486
157,489.0,,0.285891326
158,495.0,,0.280453905
159,489.0,,0.288150745
160,492.0,,0.287604224
161,493.0,,0.274767224
162,489.0,,0.279686898
163,490.0,,0.286195056
164,492.0,,0.283005499
165,493.0,,0.282222452
166,491.0,,0.282443692
167,493.0,,0.295963082
168,490.0,,0.286668972
169,494.0,,0.27781401
170,493.0,,0.290103833
171,493.0,,0.283256215
172,491.0,,0.28343701
173,490.0,,0.298328285
174,490.0,,0.282563888
175,490.0,,0.282285634
176,488.0,,0.285197264
177,489.0,,0.282632101
178,489.0,,0.278852427
179,493.0,,0.279403562
180,491.0,,0.298009529
181,494.0,,0.284791327
182,495.0,,0.281984346
183,494.0,,0.279525643
184,494.0,,0.284873868
185,494.0,,0.296602501
186,492.0,,0.281758962
187,491.0,,0.278708448
188,495.0,,0.295305245
189,493.0,,0.292820705
190,490.0,,0.274741059
191,493.0,,0.278327023
192,491.0,,0.283666982
193,490.0,,0.274452341
194,493.0,,0.289613493
195,495.0,,0.286466141
196,494.0,,0.279277272
197,490.0,,0.286073617
198,494.0,,0.303904269
199,494.0,,0.290472785
